id,team_id,team_name,home_team,visiting_team,type,time,result,foul,yellow_card,red_card,possession,shot,pass,pass_rate,most,score,create_time,update_time
633,7,伊朗,阿曼,伊朗,亚洲预选,2015/10/8 22:30:00,1-1,0,2,0,0,0(0),0(0),0,0,5,2018/3/9 11:05:48,2018/3/9 11:05:48
634,7,伊朗,印度,伊朗,亚洲预选,2015/9/8 21:30:00,0-3,0,2,0,0,0(0),0(0),0,0,6,2018/3/9 11:05:48,2018/3/9 11:05:48
635,7,伊朗,伊朗,关岛,亚洲预选,2015/9/3 22:30:00,6-0,0,0,0,0,0(0),0(0),0,0,12,2018/3/9 11:05:48,2018/3/9 11:05:48
636,7,伊朗,乌兹别克,伊朗,国际友谊,2015/6/11 21:00:00,0-1,0,2,0,0,0(0),0(0),0,0,0,2018/3/9 11:05:48,2018/3/9 11:05:48
637,7,伊朗,瑞典,伊朗,国际友谊,2015/4/1 01:30:00,3-1,0,2,0,0,0(0),0(0),0,0,3,2018/3/9 11:05:48,2018/3/9 11:05:48
638,7,伊朗,伊朗,智利,国际友谊,2015/3/27 03:00:00,2-0,18,2,0,0.26,9(4),0(0),0,0,5,2018/3/9 11:05:48,2018/3/9 11:05:48
639,7,伊朗,伊朗,伊拉克,亚洲杯,2015/1/23 14:30:00,1-1,0,3,1,0,0(0),0(0),0,0,3,2018/3/9 11:05:48,2018/3/9 11:05:48
640,7,伊朗,伊朗,阿联酋,亚洲杯,2015/1/19 17:00:00,1-0,0,3,0,0,0(0),0(0),0,0,10,2018/3/9 11:05:48,2018/3/9 11:05:48
641,7,伊朗,卡塔尔,伊朗,亚洲杯,2015/1/15 17:00:00,0-1,0,1,0,0,0(0),0(0),0,0,8,2018/3/9 11:05:48,2018/3/9 11:05:48
642,7,伊朗,伊朗,巴林,亚洲杯,2015/1/11 17:00:00,2-0,0,1,0,0,0(0),0(0),0,0,6,2018/3/9 11:05:48,2018/3/9 11:05:48
643,7,伊朗,伊拉克,伊朗,国际友谊,2015/1/4 15:00:00,0-1,0,1,0,0,0(0),0(0),0,0,3,2018/3/9 11:05:48,2018/3/9 11:05:48
644,7,伊朗,伊朗,韩国,国际友谊,2014/11/18 20:55:00,1-0,0,3,0,0,0(0),0(0),0,0,2,2018/3/9 11:05:48,2018/3/9 11:05:48
645,7,伊朗,波黑,伊朗,世界杯,2014/6/26 00:00:00,3-1,17,1,0,0.38,7(5),0(0),0,0,5,2018/3/9 11:05:48,2018/3/9 11:05:48
646,7,伊朗,阿根廷,伊朗,世界杯,2014/6/22 00:00:00,1-0,14,2,0,0.29,8(4),0(0),0,0,6,2018/3/9 11:05:48,2018/3/9 11:05:48
647,7,伊朗,伊朗,尼日利亚,世界杯,2014/6/17 03:00:00,0-0,18,1,0,0.37,7(3),0(0),0,0,2,2018/3/9 11:05:48,2018/3/9 11:05:48
648,7,伊朗,伊朗,安哥拉,国际友谊,2014/5/30 20:00:00,1-1,0,1,0,0,0(0),0(0),0,0,7,2018/3/9 11:05:48,2018/3/9 11:05:48
649,7,伊朗,伊朗,黑山,国际友谊,2014/5/27 00:30:00,0-0,0,2,0,0,0(0),0(0),0,0,8,2018/3/9 11:05:48,2018/3/9 11:05:48
650,7,伊朗,伊朗,白俄罗斯,国际友谊,2014/5/18 20:00:00,0-0,0,0,0,0,0(0),0(0),0,0,1,2018/3/9 11:05:48,2018/3/9 11:05:48
651,7,伊朗,伊朗,几内亚,国际友谊,2014/3/5 22:00:00,1-2,0,0,0,0,0(0),0(0),0,0,3,2018/3/9 11:05:48,2018/3/9 11:05:48
652,7,伊朗,伊朗,科威特,亚洲杯,2014/3/3 22:00:00,3-2,0,2,0,0,0(0),0(0),0,0,3,2018/3/9 11:05:48,2018/3/9 11:05:48
653,7,伊朗,韩国,伊朗,亚洲预选,2013/6/18 20:00:00,0-1,15,1,1,0.46,8(3),0(0),0,0,2,2018/3/9 11:05:48,2018/3/9 11:05:48
654,7,伊朗,伊朗,黎巴嫩,亚洲预选,2013/6/11 23:30:00,4-0,13,0,0,0.54,9(3),0(0),0,0,11,2018/3/9 11:05:48,2018/3/9 11:05:48
655,7,伊朗,卡塔尔,伊朗,亚洲预选,2013/6/5 00:15:00,0-1,16,4,1,0.4,10(5),0(0),0,0,8,2018/3/9 11:05:48,2018/3/9 11:05:48
656,7,伊朗,伊朗,乌兹别克,亚洲预选,2012/11/15 00:30:00,0-1,11,1,0,0.46,16(3),0(0),0,0,8,2018/3/9 11:05:48,2018/3/9 11:05:48
657,7,伊朗,伊朗,韩国,亚洲预选,2012/10/17 00:30:00,1-0,0,0,0,0,0(0),0(0),0,0,5,2018/3/9 11:05:48,2018/3/9 11:05:48
658,7,伊朗,黎巴嫩,伊朗,亚洲预选,2012/9/11 22:00:00,1-0,14,1,0,0.49,8(4),0(0),0,0,10,2018/3/9 11:05:48,2018/3/9 11:05:48
659,7,伊朗,伊朗,卡塔尔,亚洲预选,2012/6/12 23:30:00,0-0,12,2,0,0.57,21(7),0(0),0,0,6,2018/3/9 11:05:48,2018/3/9 11:05:48
660,7,伊朗,乌兹别克,伊朗,亚洲预选,2012/6/3 22:00:00,0-1,16,2,1,0.62,20(6),0(0),0,0,2,2018/3/9 11:05:48,2018/3/9 11:05:48
661,8,摩洛哥,科特迪瓦,摩洛哥,非洲预选,2017/11/12 01:30:00,0-2,23,1,0,0.42,7(5),0(0),0,0,4,2018/3/9 11:06:56,2018/3/9 11:06:56
662,8,摩洛哥,韩国,摩洛哥,国际友谊,2017/10/10 21:30:00,1-3,0,0,0,0,20(9),0(0),0,0,5,2018/3/9 11:06:56,2018/3/9 11:06:56
663,8,摩洛哥,摩洛哥,加蓬,非洲预选,2017/10/8 03:00:00,3-0,18,2,0,0.65,19(9),0(0),0,0,11,2018/3/9 11:06:56,2018/3/9 11:06:56
664,8,摩洛哥,马里,摩洛哥,非洲预选,2017/9/6 03:00:00,0-0,18,2,0,0.55,9(1),0(0),0,0,6,2018/3/9 11:06:56,2018/3/9 11:06:56
665,8,摩洛哥,摩洛哥,马里,非洲预选,2017/9/2 04:00:00,6-0,12,1,0,0.62,14(9),0(0),0,0,3,2018/3/9 11:06:56,2018/3/9 11:06:56
666,8,摩洛哥,摩洛哥,埃及,非国锦标,2017/8/19 03:00:00,3-1,0,1,0,0,7(3),0(0),0,0,5,2018/3/9 11:06:57,2018/3/9 11:06:57
667,8,摩洛哥,埃及,摩洛哥,非国锦标,2017/8/14 01:00:00,1-1,0,2,0,0.54,6(2),0(0),0,0,10,2018/3/9 11:06:57,2018/3/9 11:06:57
668,8,摩洛哥,喀麦隆,摩洛哥,非洲杯,2017/6/10 22:00:00,1-0,0,1,0,0.52,2(1),0(0),0,0,4,2018/3/9 11:06:57,2018/3/9 11:06:57
669,8,摩洛哥,卢旺达,摩洛哥,国际友谊,2017/6/4 21:45:00,3-0,0,2,0,0.46,12(3),0(0),0,0,6,2018/3/9 11:06:57,2018/3/9 11:06:57
670,8,摩洛哥,卢旺达,摩洛哥,国际友谊,2017/6/2 22:30:00,2-0,0,2,0,0.49,6(1),0(0),0,0,1,2018/3/9 11:06:57,2018/3/9 11:06:57
671,8,摩洛哥,摩洛哥,荷兰,国际友谊,2017/6/1 01:30:00,1-2,10,0,0,0.54,12(3),0(0),0,0,4,2018/3/9 11:06:57,2018/3/9 11:06:57
672,8,摩洛哥,摩洛哥,突尼斯,国际友谊,2017/3/29 02:00:00,1-0,0,0,0,0.54,12(8),0(0),0,0,3,2018/3/9 11:06:57,2018/3/9 11:06:57
673,8,摩洛哥,摩洛哥,布基纳法索,国际友谊,2017/3/25 04:00:00,2-0,0,2,0,0.51,8(2),0(0),0,0,3,2018/3/9 11:06:57,2018/3/9 11:06:57
674,8,摩洛哥,摩洛哥,冈比亚,国际友谊,2017/3/24 00:05:00,2-1,0,2,0,0.53,13(4),0(0),0,0,8,2018/3/9 11:06:57,2018/3/9 11:06:57
675,8,摩洛哥,埃及,摩洛哥,非洲杯,2017/1/30 03:00:00,1-0,30,0,0,0.49,15(3),0(0),0,0,4,2018/3/9 11:06:57,2018/3/9 11:06:57
676,8,摩洛哥,摩洛哥,科特迪瓦,非洲杯,2017/1/25 03:00:00,1-0,28,3,0,0.33,8(1),0(0),0,0,2,2018/3/9 11:06:57,2018/3/9 11:06:57
677,8,摩洛哥,摩洛哥,多哥,非洲杯,2017/1/21 03:00:00,3-1,26,1,0,0.48,14(5),0(0),0,0,12,2018/3/9 11:06:57,2018/3/9 11:06:57
678,8,摩洛哥,刚果民主共和国,摩洛哥,非洲杯,2017/1/17 03:00:00,1-0,17,1,0,0.61,16(2),0(0),0,0,9,2018/3/9 11:06:57,2018/3/9 11:06:57
679,8,摩洛哥,摩洛哥,芬兰,国际友谊,2017/1/9 22:00:00,0-1,0,1,0,0.32,17(2),0(0),0,0,8,2018/3/9 11:06:57,2018/3/9 11:06:57
680,8,摩洛哥,摩洛哥,多哥,国际友谊,2016/11/16 04:00:00,2-1,0,2,0,0.52,17(5),0(0),0,0,5,2018/3/9 11:06:57,2018/3/9 11:06:57
681,8,摩洛哥,摩洛哥,科特迪瓦,非洲预选,2016/11/13 04:00:00,0-0,0,1,0,0.52,9(4),0(0),0,0,10,2018/3/9 11:06:57,2018/3/9 11:06:57
682,8,摩洛哥,摩洛哥,加拿大,国际友谊,2016/10/12 03:00:00,4-0,15,0,0,0.61,18(9),0(0),0,0,0,2018/3/9 11:06:57,2018/3/9 11:06:57
683,8,摩洛哥,摩洛哥,约旦,国际友谊,2016/10/11 02:00:00,2-1,0,0,0,0,2(2),0(0),0,0,7,2018/3/9 11:06:57,2018/3/9 11:06:57
684,8,摩洛哥,加蓬,摩洛哥,非洲预选,2016/10/8 23:00:00,0-0,20,2,0,0.5,3(0),0(0),0,0,5,2018/3/9 11:06:57,2018/3/9 11:06:57
685,8,摩洛哥,摩洛哥,圣多美与普林西比,非洲杯,2016/9/5 03:00:00,2-0,0,0,0,0.67,3(0),0(0),0,0,11,2018/3/9 11:06:57,2018/3/9 11:06:57
686,8,摩洛哥,阿尔巴尼亚,摩洛哥,国际友谊,2016/9/1 02:40:00,0-0,0,3,0,0,7(4),0(0),0,0,5,2018/3/9 11:06:57,2018/3/9 11:06:57
687,8,摩洛哥,利比亚,摩洛哥,非洲杯,2016/6/4 02:00:00,1-1,0,2,0,0.61,6(4),0(0),0,0,4,2018/3/9 11:06:57,2018/3/9 11:06:57
688,8,摩洛哥,摩洛哥,刚果,国际友谊,2016/5/28 02:00:00,2-0,0,0,0,0.66,11(5),0(0),0,0,5,2018/3/9 11:06:57,2018/3/9 11:06:57
689,8,摩洛哥,摩洛哥,佛得角,非洲杯,2016/3/30 03:00:00,2-0,0,0,0,0.5,20(11),0(0),0,0,4,2018/3/9 11:06:57,2018/3/9 11:06:57
690,8,摩洛哥,佛得角,摩洛哥,非洲杯,2016/3/27 01:00:00,0-1,0,1,0,0,6(2),0(0),0,0,4,2018/3/9 11:06:57,2018/3/9 11:06:57
691,8,摩洛哥,卢旺达,摩洛哥,非国锦标,2016/1/24 22:00:00,1-4,0,0,0,0,0(0),0(0),0,0,9,2018/3/9 11:06:57,2018/3/9 11:06:57
692,8,摩洛哥,摩洛哥,科特迪瓦,非国锦标,2016/1/20 23:59:00,0-1,0,2,0,0,0(0),0(0),0,0,0,2018/3/9 11:06:57,2018/3/9 11:06:57
693,8,摩洛哥,摩洛哥,赤道几内亚,非洲预选,2015/11/13 03:00:00,2-0,0,2,1,0,0(0),0(0),0,0,3,2018/3/9 11:06:57,2018/3/9 11:06:57
694,8,摩洛哥,突尼斯,摩洛哥,非国锦标,2015/10/26 01:00:00,2-3,0,2,0,0,0(0),0(0),0,0,2,2018/3/9 11:06:57,2018/3/9 11:06:57
695,8,摩洛哥,利比亚,摩洛哥,非国锦标,2015/10/23 01:00:00,0-4,0,0,0,0,0(0),0(0),0,0,2,2018/3/9 11:06:57,2018/3/9 11:06:57
696,8,摩洛哥,摩洛哥,几内亚,国际友谊,2015/10/13 03:00:00,1-1,0,0,0,0,0(0),0(0),0,0,4,2018/3/9 11:06:57,2018/3/9 11:06:57
697,8,摩洛哥,摩洛哥,科特迪瓦,国际友谊,2015/10/10 02:00:00,0-1,0,2,0,0,0(0),0(0),0,0,0,2018/3/9 11:06:57,2018/3/9 11:06:57
698,8,摩洛哥,摩洛哥,利比亚,非国锦标,2015/6/22 06:00:00,3-0,0,2,1,0,0(0),0(0),0,0,9,2018/3/9 11:06:57,2018/3/9 11:06:57
699,8,摩洛哥,摩洛哥,突尼斯,非国锦标,2015/6/16 04:00:00,1-1,0,0,0,0,0(0),0(0),0,0,5,2018/3/9 11:06:57,2018/3/9 11:06:57
700,8,摩洛哥,摩洛哥,利比亚,非洲杯,2015/6/13 03:00:00,1-0,0,1,0,0,0(0),0(0),0,0,8,2018/3/9 11:06:57,2018/3/9 11:06:57
701,8,摩洛哥,摩洛哥,布基纳法索,国际友谊,2015/3/31 02:30:00,1-2,0,0,0,0,0(0),0(0),0,0,5,2018/3/9 11:06:57,2018/3/9 11:06:57
702,8,摩洛哥,摩洛哥,乌拉圭,国际友谊,2015/3/29 03:00:00,0-1,17,0,0,0.67,14(5),0(0),0,0,8,2018/3/9 11:06:57,2018/3/9 11:06:57
703,8,摩洛哥,摩洛哥,刚果,国际友谊,2015/3/28 03:00:00,2-0,0,0,0,0,0(0),0(0),0,0,3,2018/3/9 11:06:57,2018/3/9 11:06:57
704,8,摩洛哥,摩洛哥,津巴布韦,国际友谊,2014/11/17 04:00:00,2-1,0,0,0,0,0(0),0(0),0,0,14,2018/3/9 11:06:57,2018/3/9 11:06:57
705,8,摩洛哥,摩洛哥,卢旺达,国际友谊,2014/11/15 03:00:00,0-0,0,0,0,0,0(0),0(0),0,0,7,2018/3/9 11:06:57,2018/3/9 11:06:57
706,8,摩洛哥,摩洛哥,贝宁,国际友谊,2014/11/14 04:00:00,6-1,0,1,0,0,0(0),0(0),0,0,4,2018/3/9 11:06:57,2018/3/9 11:06:57
707,8,摩洛哥,摩洛哥,肯尼亚,国际友谊,2014/10/14 03:00:00,3-0,0,1,0,0,0(0),0(0),0,0,10,2018/3/9 11:06:57,2018/3/9 11:06:57
708,8,摩洛哥,摩洛哥,毛里塔尼亚,国际友谊,2014/10/13 02:00:00,5-0,0,0,0,0,0(0),0(0),0,0,2,2018/3/9 11:06:57,2018/3/9 11:06:57
709,8,摩洛哥,摩洛哥,中非共和国,国际友谊,2014/10/10 03:00:00,4-0,0,2,0,0,0(0),0(0),0,0,8,2018/3/9 11:06:57,2018/3/9 11:06:57
710,8,摩洛哥,摩洛哥,利比亚,国际友谊,2014/9/8 03:00:00,3-0,0,0,0,0,0(0),0(0),0,0,7,2018/3/9 11:06:57,2018/3/9 11:06:57
711,8,摩洛哥,摩洛哥,卡塔尔,国际友谊,2014/9/4 03:00:00,0-0,0,1,0,0,0(0),0(0),0,0,4,2018/3/9 11:06:57,2018/3/9 11:06:57
712,8,摩洛哥,俄罗斯,摩洛哥,国际友谊,2014/6/6 22:00:00,2-0,12,0,0,0.45,10(4),0(0),0,0,3,2018/3/9 11:06:57,2018/3/9 11:06:57
713,8,摩洛哥,安哥拉,摩洛哥,国际友谊,2014/5/29 03:00:00,2-0,0,1,0,0,0(0),0(0),0,0,2,2018/3/9 11:06:57,2018/3/9 11:06:57
714,8,摩洛哥,摩洛哥,莫桑比克,国际友谊,2014/5/24 03:10:00,4-0,0,0,0,0,0(0),0(0),0,0,3,2018/3/9 11:06:57,2018/3/9 11:06:57
715,8,摩洛哥,摩洛哥,加蓬,国际友谊,2014/3/6 03:00:00,1-1,0,0,0,0,0(0),0(0),0,0,3,2018/3/9 11:06:57,2018/3/9 11:06:57
716,9,丹麦,爱尔兰,丹麦,欧洲预选,2017/11/15 03:45:00,1-5,7,0,0,0.55,21(11),480(388),0.81,1,7,2018/3/9 11:07:40,2018/3/9 11:07:40
717,9,丹麦,丹麦,爱尔兰,欧洲预选,2017/11/12 03:45:00,0-0,15,0,0,0.67,14(5),602(491),0.82,1,5,2018/3/9 11:07:41,2018/3/9 11:07:41
718,9,丹麦,丹麦,罗马尼亚,欧洲预选,2017/10/8 23:59:00,1-1,12,1,0,0.63,10(3),0(0),0,0,8,2018/3/9 11:07:41,2018/3/9 11:07:41
719,9,丹麦,黑山,丹麦,欧洲预选,2017/10/6 02:45:00,0-1,14,1,0,0.51,11(4),0(0),0,0,4,2018/3/9 11:07:41,2018/3/9 11:07:41
720,9,丹麦,阿美尼亚,丹麦,欧洲预选,2017/9/4 23:59:00,1-4,12,1,0,0.59,10(7),0(0),0,0,5,2018/3/9 11:07:41,2018/3/9 11:07:41
721,9,丹麦,丹麦,波兰,欧洲预选,2017/9/2 02:45:00,4-0,12,0,0,0.53,12(6),0(0),0,0,3,2018/3/9 11:07:41,2018/3/9 11:07:41
722,9,丹麦,哈萨克斯坦,丹麦,欧洲预选,2017/6/10 23:59:00,1-3,10,0,0,0.55,16(8),0(0),0,0,2,2018/3/9 11:07:41,2018/3/9 11:07:41
723,9,丹麦,丹麦,德国,国际友谊,2017/6/7 02:45:00,1-1,7,0,0,0.36,11(6),0(0),0,0,5,2018/3/9 11:07:41,2018/3/9 11:07:41
724,9,丹麦,罗马尼亚,丹麦,欧洲预选,2017/3/27 02:45:00,0-0,14,2,0,0.56,8(2),0(0),0,0,7,2018/3/9 11:07:41,2018/3/9 11:07:41
725,9,丹麦,捷克,丹麦,国际友谊,2016/11/16 03:30:00,1-1,18,2,0,0.5,5(3),0(0),0,0,4,2018/3/9 11:07:41,2018/3/9 11:07:41
726,9,丹麦,丹麦,哈萨克斯坦,欧洲预选,2016/11/12 03:45:00,4-1,9,2,0,0.56,18(10),0(0),0,0,5,2018/3/9 11:07:41,2018/3/9 11:07:41
727,9,丹麦,丹麦,黑山,欧洲预选,2016/10/12 02:45:00,0-1,10,3,0,0.69,23(7),0(0),0,0,12,2018/3/9 11:07:41,2018/3/9 11:07:41
728,9,丹麦,波兰,丹麦,欧洲预选,2016/10/9 02:45:00,3-2,11,2,0,0.62,10(2),0(0),0,0,2,2018/3/9 11:07:41,2018/3/9 11:07:41
729,9,丹麦,丹麦,阿美尼亚,欧洲预选,2016/9/4 23:59:00,1-0,7,0,0,0.79,22(9),0(0),0,0,13,2018/3/9 11:07:41,2018/3/9 11:07:41
730,9,丹麦,丹麦,列支敦士登,国际友谊,2016/9/1 02:00:00,5-0,5,0,0,0.7,29(16),0(0),0,0,12,2018/3/9 11:07:41,2018/3/9 11:07:41
731,9,丹麦,丹麦,保加利亚,麒麟杯,2016/6/7 15:00:00,4-0,0,0,0,0.63,22(11),0(0),0,0,8,2018/3/9 11:07:41,2018/3/9 11:07:41
732,9,丹麦,丹麦,波黑,麒麟杯,2016/6/3 15:00:00,2-2,0,2,0,0.52,10(6),0(0),0,0,2,2018/3/9 11:07:41,2018/3/9 11:07:41
733,9,丹麦,苏格兰,丹麦,国际友谊,2016/3/30 03:00:00,1-0,10,0,0,0.61,17(5),0(0),0,0,4,2018/3/9 11:07:41,2018/3/9 11:07:41
734,9,丹麦,丹麦,冰岛,国际友谊,2016/3/25 03:00:00,2-1,11,1,0,0.53,20(6),0(0),0,0,6,2018/3/9 11:07:41,2018/3/9 11:07:41
735,9,丹麦,丹麦,瑞典,欧洲杯,2015/11/18 03:45:00,2-2,9,3,0,0.61,13(6),454(361),0.8,1,11,2018/3/9 11:07:41,2018/3/9 11:07:41
736,9,丹麦,瑞典,丹麦,欧洲杯,2015/11/15 03:45:00,2-1,10,1,0,0.6,11(2),557(456),0.82,1,5,2018/3/9 11:07:41,2018/3/9 11:07:41
737,9,丹麦,丹麦,法国,国际友谊,2015/10/12 02:45:00,1-2,9,0,0,0.5,7(2),0(0),0,0,4,2018/3/9 11:07:41,2018/3/9 11:07:41
738,9,丹麦,葡萄牙,丹麦,欧洲杯,2015/10/9 02:45:00,1-0,12,3,0,0.42,10(5),0(0),0,0,7,2018/3/9 11:07:41,2018/3/9 11:07:41
739,9,丹麦,阿美尼亚,丹麦,欧洲杯,2015/9/7 23:59:00,0-0,14,1,0,0.62,8(5),0(0),0,0,8,2018/3/9 11:07:41,2018/3/9 11:07:41
740,9,丹麦,丹麦,阿尔巴尼亚,欧洲杯,2015/9/5 02:45:00,0-0,9,2,0,0.63,16(5),0(0),0,0,9,2018/3/9 11:07:41,2018/3/9 11:07:41
741,9,丹麦,丹麦,塞尔维亚,欧洲杯,2015/6/14 02:45:00,2-0,14,2,0,0.44,10(6),0(0),0,0,3,2018/3/9 11:07:41,2018/3/9 11:07:41
742,9,丹麦,丹麦,黑山,国际友谊,2015/6/9 02:00:00,2-1,8,1,0,0.67,20(4),0(0),0,0,10,2018/3/9 11:07:41,2018/3/9 11:07:41
743,9,丹麦,法国,丹麦,国际友谊,2015/3/30 03:00:00,2-0,5,0,0,0.49,10(2),0(0),0,0,5,2018/3/9 11:07:41,2018/3/9 11:07:41
744,9,丹麦,丹麦,美国,国际友谊,2015/3/26 03:15:00,3-2,13,2,0,0.6,12(4),0(0),0,0,4,2018/3/9 11:07:41,2018/3/9 11:07:41
745,9,丹麦,罗马尼亚,丹麦,国际友谊,2014/11/19 02:30:00,2-0,0,0,0,0,0(0),0(0),0,0,9,2018/3/9 11:07:41,2018/3/9 11:07:41
746,9,丹麦,塞尔维亚,丹麦,欧洲杯,2014/11/15 03:45:00,1-3,0,3,0,0,0(0),0(0),0,0,2,2018/3/9 11:07:41,2018/3/9 11:07:41
747,9,丹麦,丹麦,葡萄牙,欧洲杯,2014/10/15 02:45:00,0-1,15,0,0,0.56,8(0),513(410),0.8,1,2,2018/3/9 11:07:41,2018/3/9 11:07:41
748,9,丹麦,阿尔巴尼亚,丹麦,欧洲杯,2014/10/12 02:45:00,1-1,0,0,0,0,0(0),0(0),0,0,1,2018/3/9 11:07:41,2018/3/9 11:07:41
749,9,丹麦,丹麦,阿美尼亚,欧洲杯,2014/9/7 23:59:00,2-1,12,1,0,0.6,16(8),0(0),0,0,7,2018/3/9 11:07:41,2018/3/9 11:07:41
750,9,丹麦,丹麦,土耳其,国际友谊,2014/9/4 02:00:00,1-2,0,0,0,0,0(0),0(0),0,0,5,2018/3/9 11:07:41,2018/3/9 11:07:41
751,9,丹麦,丹麦,瑞典,国际友谊,2014/5/29 02:15:00,1-0,0,3,0,0,0(0),0(0),0,0,2,2018/3/9 11:07:41,2018/3/9 11:07:41
752,9,丹麦,匈牙利,丹麦,国际友谊,2014/5/23 02:15:00,2-2,0,0,0,0,0(0),0(0),0,0,8,2018/3/9 11:07:41,2018/3/9 11:07:41
753,9,丹麦,英格兰,丹麦,国际友谊,2014/3/6 04:00:00,1-0,13,2,0,0.43,5(2),0(0),0,0,3,2018/3/9 11:07:41,2018/3/9 11:07:41
754,9,丹麦,丹麦,挪威,球会友谊,2013/11/16 02:00:00,2-1,0,0,0,0,0(0),0(0),0,0,7,2018/3/9 11:07:41,2018/3/9 11:07:41
755,9,丹麦,丹麦,马耳他,欧洲预选,2013/10/16 02:15:00,6-0,10,1,0,0.72,27(15),0(0),0,0,10,2018/3/9 11:07:41,2018/3/9 11:07:41
756,9,丹麦,丹麦,意大利,欧洲预选,2013/10/12 02:15:00,2-2,15,4,0,0.56,13(4),0(0),0,0,11,2018/3/9 11:07:41,2018/3/9 11:07:41
757,9,丹麦,阿美尼亚,丹麦,欧洲预选,2013/9/10 23:59:00,0-1,9,1,0,0.39,9(2),0(0),0,0,4,2018/3/9 11:07:41,2018/3/9 11:07:41
758,9,丹麦,马耳他,丹麦,欧洲预选,2013/9/7 02:00:00,1-2,14,0,1,0.71,8(4),0(0),0,0,1,2018/3/9 11:07:41,2018/3/9 11:07:41
759,9,丹麦,波兰,丹麦,球会友谊,2013/8/15 02:45:00,3-2,0,0,0,0,0(0),0(0),0,0,3,2018/3/9 11:07:41,2018/3/9 11:07:41
760,9,丹麦,丹麦,阿美尼亚,欧洲预选,2013/6/12 02:15:00,0-4,11,1,0,0.64,21(5),0(0),0,0,5,2018/3/9 11:07:41,2018/3/9 11:07:41
761,9,丹麦,丹麦,保加利亚,欧洲预选,2013/3/27 03:15:00,1-1,10,1,1,0.7,17(6),0(0),0,0,8,2018/3/9 11:07:41,2018/3/9 11:07:41
762,9,丹麦,捷克,丹麦,欧洲预选,2013/3/23 03:30:00,0-3,19,2,1,0.49,16(7),0(0),0,0,6,2018/3/9 11:07:41,2018/3/9 11:07:41
763,9,丹麦,土耳其,丹麦,球会友谊,2012/11/15 03:00:00,1-1,9,1,1,0.28,8(4),0(0),0,0,2,2018/3/9 11:07:41,2018/3/9 11:07:41
764,9,丹麦,意大利,丹麦,欧洲预选,2012/10/17 02:45:00,3-1,21,3,0,0.49,13(4),0(0),0,0,7,2018/3/9 11:07:41,2018/3/9 11:07:41
765,9,丹麦,保加利亚,丹麦,欧洲预选,2012/10/13 02:00:00,1-1,13,2,0,0.5,9(2),0(0),0,0,4,2018/3/9 11:07:41,2018/3/9 11:07:41
766,9,丹麦,丹麦,捷克,欧洲预选,2012/9/9 02:15:00,0-0,11,3,0,0.5,15(6),0(0),0,0,6,2018/3/9 11:07:41,2018/3/9 11:07:41
767,9,丹麦,丹麦,德国,欧洲杯,2012/6/18 02:45:00,1-2,8,0,0,0.4,9(2),0(0),0,0,5,2018/3/9 11:07:41,2018/3/9 11:07:41
768,9,丹麦,丹麦,葡萄牙,欧洲杯,2012/6/13 23:59:00,2-3,18,2,0,0.58,9(6),0(0),0,0,7,2018/3/9 11:07:41,2018/3/9 11:07:41
769,9,丹麦,荷兰,丹麦,欧洲杯,2012/6/9 23:59:00,0-1,12,2,1,0.47,8(4),0(0),0,0,4,2018/3/9 11:07:41,2018/3/9 11:07:41
770,9,丹麦,丹麦,澳大利亚,球会友谊,2012/6/2 23:00:00,2-0,9,1,1,0.51,13(7),0(0),0,0,4,2018/3/9 11:07:41,2018/3/9 11:07:41
771,9,丹麦,丹麦,巴西,球会友谊,2012/5/26 21:30:00,1-3,14,0,1,0.5,3(3),0(0),0,0,7,2018/3/9 11:07:41,2018/3/9 11:07:41
772,9,丹麦,丹麦,俄罗斯,球会友谊,2012/3/1 02:45:00,0-2,18,5,1,0.5,10(4),0(0),0,0,6,2018/3/9 11:07:41,2018/3/9 11:07:41
773,9,丹麦,丹麦,葡萄牙,欧洲杯,2011/10/12 02:15:00,2-1,11,2,0,0.48,9(5),0(0),0,0,5,2018/3/9 11:07:41,2018/3/9 11:07:41
774,9,丹麦,塞浦路斯,丹麦,欧洲杯,2011/10/8 02:30:00,1-4,12,2,0,0.61,9(7),0(0),0,0,2,2018/3/9 11:07:41,2018/3/9 11:07:41
775,9,丹麦,丹麦,挪威,欧洲杯,2011/9/7 02:15:00,2-0,5,1,0,0.5,11(4),0(0),0,0,3,2018/3/9 11:07:41,2018/3/9 11:07:41
776,10,法国,德国,法国,国际友谊,2017/11/15 03:45:00,2-2,11,0,0,0.4,11(7),421(352),0.84,1,11,2018/3/9 11:08:40,2018/3/9 11:08:40
777,10,法国,法国,威尔士,国际友谊,2017/11/11 04:00:00,2-0,16,0,0,0.59,19(3),0(0),0,0,9,2018/3/9 11:08:40,2018/3/9 11:08:40
778,10,法国,法国,白俄罗斯,欧洲预选,2017/10/11 02:45:00,2-1,12,1,0,0.59,13(6),0(0),0,0,6,2018/3/9 11:08:40,2018/3/9 11:08:40
779,10,法国,保加利亚,法国,欧洲预选,2017/10/8 02:45:00,0-1,16,1,0,0.57,9(2),0(0),0,0,4,2018/3/9 11:08:40,2018/3/9 11:08:40
780,10,法国,法国,卢森堡,欧洲预选,2017/9/4 02:45:00,0-0,8,1,0,0.76,28(7),0(0),0,0,10,2018/3/9 11:08:40,2018/3/9 11:08:40
